,noisy_SMILES
11065,CCC(=C(c1ccc(C=CC(=O)O)cc1)c2ccc3[nH]ncc3c2)c4cccnc4C                                                         
11066,CC(C)(C)OC(=O)N1CCC(CC1)N(C2CC2)C(=O)c3ccc(cc3)c4ccc(cc4)S(=O)(=O)N                                           
11067,COc1cc2CCCCCOC(=O)NC(C(=O)N3CC(CC3C(=O)NC4(CC4C=C)C(=O)NS(=O)(=O)C5CC5)Oc6nccc1c6c2)C(C)(C)C                  
11068,1OcCccc(OC)c(CCNC(=O)c2cc3C(=O)Oc4ccc(C)cc4c3s2)c1                                                            
11069,COc1cc(Nc2n[nH]c(n2)c3ccccc3)ccc1c4ocnc4                                                                      
11070,OCCCc1ccccc1c2cn(cc2C#N)c3ccc(C(=O)O)c(O)c3                                                                   
11071,Fcccc12[nH]c3c(ccc4c(C=O)c[nH]c34)c2c1                                                                        
11072,1CcCccccc1S(=O)(=O)Cc2oc(cc2)C(=O)NCc3cccs3                                                                   
11073,CCcc1Oc(C)c(cc1C)S(=O)(=O)NCc2ccccn2                                                                          
11074,CN(C)C(=O)C(=O)CCCCCCOc1ccc(cc1)c2ccccc2                                                                      
11075,CC=C(OO)c1c(nc2cc(OC)c(OC)c(OC)c2c1c3ccc(OC)c(OC)c3)c4ccc(cc4)[N+](=O)[O-]                                    
11076,CC(C)(C)S(=O)OC12CC3CC(CC(C3)C1)C2                                                                            
11077,O=S(CCC1=Nc2ccccc2C(=O)N1CCCN3CCOCC3)N4CC(=O)Nc5ccccc45                                                       
11078,cc1Cc(C)c(c(C)c1)n2nnnc2SCC(=O)c3oc4ccccc4c3                                                                  
11079,CCNC)(CCc1c[nH]cn1                                                                                            
11080,=C(OO)c1ccc(Oc2ccccc2)c(O)c1                                                                                  
11081,Cc(cc1C(=O)NCC(N2CCCC2)c3occc3)c4ccccc4n1                                                                     
11082,1OcCccccc1N(CC(=O)NCCc2ccccc2)C(=O)CCC(=O)Nc3ccccn3                                                           
11083,CCcC)(1ccc(NC(=O)C2(C)Cc3c(O2)nccc3c4cccc(c4)C(=O)N)cc1                                                       
11084,cc1Fcccc1OCc2nnc(NC(=O)CCn3nnc4ccccc34)s2                                                                     
11085,CCnC)(1cc(C(=O)c2cncc(NC(=O)Cn3nnc4ccccc34)c2)c5cncnc15                                                       
11086,1OcCccc(CN2C(c3cccc4cccc(C2=O)c34)c5nc6ccccc6[nH]5)cc1                                                        
11087,Ccccc1(CNCC(O)c2ccccc2)s1                                                                                     
11088,CC(C)CC(NC(=O)C1CCC(C)CC1)C(=O)O                                                                              
11089,Cc(cc1CNc2c(C)c(OCC(=O)O)ccc2F)c(F)c(c1)c3cccc(F)c3                                                           
11090,cCSC1cc(ccn1)C(=O)NC2CCN(CC2)C(=O)c3ccccc3                                                                    
11091,CC(CC(O)C(O)C(C)(C)O)C1=C2CC(O)C3C4(C)CCC(=NNS(=O)(=O)c5ccc(C)cc5)C(C)(C)C4CCC3(C)C2(C)CC1                    
11092,cc1Cc(Nc2cc(ccn2)C(F)(F)F)nc(c1)c3ccc(NC4CCN(CC4)C(=O)Cc5ccc6ccn(C)c6c5)nc3                                   
11093,Ccccc1cc1OCC(=O)Nc2nnc(s2)C3CCCC3                                                                             
11094,CC1O(CSc2cccc(F)c2)OC(C1O)n3cnc4c(NC5CCOC5)ncnc34                                                             
11095,O=C(OCc1ccccc1)N2CCOCCN(CCOCC2)C(=O)OCc3ccccc3                                                                
11096,NC(CC1CCCC1)c2ccccc2n3cccn3                                                                                   
11097,COc1cc(ccc1O)C2=CC(=O)c3cc(C)c(C)cc3O2                                                                        
11098,cCOC1ccccc1CNCc2cccc(CCNCC(O)c3ccc(O)c4NC(=O)Sc34)c2                                                          
11099,CC(CC1C)CN(C1)S(=O)(=O)c2ccc(Oc3ccc(cc3)[N+](=O)[O-])cc2                                                      
11100,cc1C(ccc(F)c1C#N)C2CN3CCN(CC3CS2(=O)=O)C(=O)Cc4ccc(nc4)n5cnnn5                                                
11101,NCc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]                                                                          
11102,CN(Cc1csc(C)n1)C(=O)CC2N(Cc3ccc(cc3)c4ccccc4)CCNC2=O                                                          
11103,COc1cccc2C3CC(C)(NC(=O)C3=C(C)O)Oc12                                                                          
11104,cc1Fccc(c1)N2CC3CCN(CC3C2)c4cccnc4                                                                            
11105,CCC(CN)c1cc(NC(=O)c2cccc(c2)C#N)ncn1                                                                          
11106,CC(C)(C)C(=O)CSc1ncnc2sc3CCCc3c12                                                                             
11107,CC)(C1SC2C(NC(=O)C(C(=O)O)c3ccsc3)C(=O)N2C1C(=O)O                                                             
11108,nCCC1cc(C(=O)N(C)C2CCCN(Cc3ccccc3F)C2)c(C)n1                                                                  
11109,OCC1NC(=NOC(=O)Nc2ccc(Oc3ccccc3)cc2)C(O)C(O)C1O                                                               
11110,NC(C1CCc2nc(sc2C1)c3occc3)C(O)(Cn4cncn4)c5ccc(F)cc5F                                                          
11111,CC)=O(N1C(=O)OC(=C1c2ccc(F)cc2)CCN3CCN(CC3)c4ccccc4                                                           
11112,cc1Ccc(cc1)C(N(CC2CCCO2)C(=O)CNC(=O)c3occc3)C(=O)NC4CCCCC4                                                    
11113,CNSC)((=O)(=O)N1CCN(CC1)C(=O)c2cccc(n2)c3ccc(Oc4ccc(F)cc4)cc3                                                 
11114,cc1Cccnc1Nc2nc(cs2)c3ccc(O)c(O)c3                                                                             
11115,CCC(CN)C(=O)C1CCN(CC1)C(=O)Nc2cccc(CN3N=C(Nc4ccccc4C(F)(F)F)C=CC3=O)c2                                        
11116,OCCCc1ccc(NC(=O)ON=C(C)C)cc1                                                                                  
11117,OC)=O(CCNCCC=C1c2ccccc2CCc3ccccc13                                                                            
11118,=S(CO)(=O)c1cccc(c1)c2cc(CC(=O)O)cc(c2O)c3cc4[nH]c(N)ccc4n3                                                   
11119,OC)=O(CCN1CCN(CCOC(c2ccccc2)c3ccc(F)cc3)CC1                                                                   
11120,cc1Cccc(n1)c2nc(NCc3ccccc3OC(F)(F)F)sc2c4ccc5ncnn5c4                                                          
11121,OCcCN(1ccccc1)CN2CCN(CCC(c3ccc(F)cc3)c4ccc(F)cc4)CC2                                                          
11122,(CNCCC)CCSC(=NO)C(=O)C                                                                                        
11123,Ccccc1(NS(=O)(=O)c2ccc(cc2)C(=O)NCCCN3CCOCC3)cc1                                                              
11124,CC(C)C(NC(=O)CN1CCC(NC(=O)c2ccc(cc2)C(=O)N3CCOCC3)C1=O)C(=O)C(F)(F)C(F)(F)F                                   
11125,Fcccc1(cc1)c2[nH]c3ccc4[nH]c(Cc5ccccc5)nc4c3c2c6ccncc6                                                        
11126,cCOC1ccc(CCNC(=O)CCN2C(=O)c3cccn3c4cccnc24)cc1                                                                
11127,COc1cc(OCC(=O)O)cc(C=Cc2ccc(OC)c(N)c2)c1                                                                      
11128,=C(CO)c1ccc(s1)c2oc(cc2c3ccc4OCOc4c3)c5ccccc5                                                                 
11129,Cc(cc1ccc1C=C2SC(=O)N(CC=C)C2=O)N3CCOCC3                                                                      
11130,=C(CO)NCC1CN(C(=O)O1)c2ccc(C3C4CN(CC34)C#N)c(F)c2                                                             
11131,CcH[n1]nc(c2nc3ccccc3[nH]2)c1C(=O)NC4CCCNC4                                                                   
11132,CC1CC(O)C(O)C(OC2CCC3(C=O)C4CC(O)C5(C)C(CCC5(O)C4CCC3(O)C2)C6=CC(=O)OC6)O1                                    
11133,CCCCC1C2CC(CCN12)NC(=O)c3ccccc3N                                                                              
11134,=C(CC)C1CCC2(C)C(CCC3C4C5OCC4(CCC5(C)C)CCC23C)C1(C)CCC(=O)O                                                   
11135,CCCCOCCCC                                                                                                     
11136,cCOC1cccc(c1)C(=O)Nc2cccc(c2)c3oc(nn3)c4ccc(C)cc4                                                             
11137,Cc(cc1O)cc(C)c1CC(N)C(=O)NCCCCNC(=O)C(N)Cc2ccccc2                                                             
11138,cc1Fcccc1N2CCN(Cc3nc4ccccc4[nH]3)CC2                                                                          
11139,CCC1CNCC1CNC(=O)c2cc3cc(OC)c(OC)cc3[nH]2                                                                      
11140,(OCC=O)c1ccc(cc1O)S(=O)(=O)Oc2ccc(C=C[N+](=O)[O-])cc2                                                         
11141,COO(=C)CSc1nc(C)c2CCCCc2n1                                                                                    
11142,=C(OO)Cc1ccc(NC(=O)C2=CC3=C(CCCCCC3)N(CC4CCCCC4)C2=O)cc1                                                      
11143,C(c=CC1ccccc1)N2CCC(CC2)Nc3nc4cccnc4n3Cc5ccccc5                                                               
11144,1CCOOC(CC(=O)NCc2ccc(Oc3ccccc3)cc2)CC4C1Oc5ccc(NS(=O)(=O)c6ccc(F)cc6)cc45                                     
11145,COc1ccc(cc1OC)c2nnc3SCC(=Nn23)c4c(OC)cccc4OC                                                                  
11146,]O-[[N+](=O)c1cccc(c1)C(=O)C=Cc2ccc(C=C3SC(=O)NC3=O)cc2                                                       
11147,O==1(SO)CCN(CCCc2ccccc2)CC1                                                                                   
11148,CCOC(=O)COc1cccc2C(=O)N(CC(=O)NCc3ccccc3)C=Cc12                                                               
11149,CC=(N1C(N)OCC1F)c2cc(NC(=O)c3cnc(OCF)cn3)ccc2F                                                                
11150,cc1Cc(O)c(C)c2sc(N)nc12                                                                                       
11151,CcCc21OC(=O)c2ccc1C3CN4CCN(CC4CO3)C(=O)Cc5cnc(cn5)n6cnnn6                                                     
11152,==CCCCN1CCc2ccccc2C1                                                                                          
11153,C(C1CNCC1c2noc(n2)C3CC3)c4nccn4Cc5ccccc5                                                                      
11154,1OcCccc(cc1)C(=O)NC(=O)CSc2nnc(c3occc3)n2c4ccccc4                                                             
11155,CCCC21c3ccc(O)cc3C1(CC[N+]2(C)C)c4ccccc4                                                                      
11156,1OcCccccc1C(Cc2coc3nc(N)nc(N)c23)C4CC4                                                                        
11157,Ccccc1cc1C#Cc2cc(C(=O)N)c(NC(=O)N)s2                                                                          
11158,CC(C)CCCC(C)NC(=O)c1ccc(OCC(=O)N)cc1                                                                          
11159,CC=C(CO)N1CCN(CC1)C(=O)c2ccccc2                                                                               
11160,nc1Nc(N)c2c(OCC(F)(F)F)cccc2n1                                                                                
11161,CNNCC1(CC2CN3CCC2CC3CNC(=O)c4occc4)CC1                                                                        
11162,nc1Oc(S)nc(O)c1CN2CCCCC2                                                                                      
11163,COc1cccc(C=C2CCCCCC2=O)c1                                                                                     
11164,=C1CC(C(=O)N(N1)c2cccc(c2)[N+](=O)[O-])c3ccccc3                                                               
11165,O=c(NC1ccc(Oc2ccccc2)cc1)C=Cc3occc3                                                                           
11166,1OcCccc2cc3c4cc5OCOc5cc4CC[n+]3cc2c1OCCC(=O)Nc6ccc(C)cc6                                                      
11167,COc1cccc(c1)n2ncc3c(NN=Cc4ccc(cc4)C(=O)NCCN(C)C)ncnc23                                                        
11168,oc1Cc(nc1CC=Cc2ccc(CC(C(=O)O)n3cccc3)cc2)c4ccccc4                                                             
11169,OC)=O(C1C(c2ccc(O)cc2)c3cc(O)c(O)cc3C=C1C(=O)O                                                                
11170,CN(C)CCN1C(C(=C(O)C1=O)C(=O)c2ccc(F)cc2)c3cccc(OCC=C)c3                                                       
11171,Ccccc1(cc1)C2C3CCCC=C3C(=C(N)C24C(=O)CCCC4=O)C#N                                                              
11172,1OcCccccc1OCCNCC(O)COc2c(O)ccc3[nH]c4ccccc4c23                                                                
11173,Fcccc1cc1N2CCN(CC2)C(=O)CSc3ncccc3c4nc5ccccc5[nH]4                                                            
11174,1OcCcc(CCCN2C(CC3CCCCC3)CNC(=O)C2=O)cc(OC)c1OC                                                                
11175,Cc2nc1ncnn2c(O)c1CCOC(=O)c3c(F)cccc3F                                                                         
11176,=C1CCc2c(NC1=O)c(NC3CCNCC3)ncc2c4ccccc4                                                                       
11177,OC)=O(COc1cccc(c1)C#Cc2oc(c3ccccc3)c(n2)c4ccccc4                                                              
11178,CC(C)CCCC(C)CCCC(=CCOP(=O)(O)OP(=O)(O)O)C                                                                     
11179,CCCO)((NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)C(N)Cc2ccccc2)C(=O)N                                             
11180,(=CON1CCN(CC1)c2ccccc2)c3csc4CCCCc34                                                                          
11181,CC=C1SC(OC)C(=O)C2=C(CC3C4C(CC(C(C#N)N3C2CO)N4C)C(=O)O)C1=O                                                   
11182,1OcCccc(C=C2CC3C4CC=C5CC(O)CCC5(C)C4CCC3(C)C2=NO)cc1OC                                                        
11183,COc1ccc(cc1OC)C2CC(=O)C=C(C2)c3ccc(c(F)c3)c4ccccc4                                                            
11184,1=COCCCN1C2CCN(CCOc3ccc(Oc4nc5ccccc5s4)cc3)CC2                                                                
11185,CCCCCNNc1ccccc1S(=O)(=O)Nc2ccc3CCCCc3c2C(=O)O                                                                 
11186,cc1Occ2CC(COc2c1)N3CCC(O)(CC3)c4ccc(F)cc4                                                                     
11187,CC(C)(C)c1ccc(CCC2OCC(CN3CCCC3)O2)cc1                                                                         
11188,1OcCccc(cc1)S(=O)(=O)N(CC(O)CO)C(CO)C(=O)NO                                                                   
11189,COc1cc2ncnc(C#CCCc3ccccc3)c2cc1OC                                                                             
